x,y
808.5147049881707062,134167.4531250
808.5351391315998626,134168.4375000
808.5555732754946803,134166.0000000
808.5760074196150526,134155.7343750
808.5964415639755316,134175.1562500
808.6168758085696027,134171.4062500
808.6373099533884670,134161.8593750
808.6577439986795071,134177.3125000
808.6781782442049007,134165.7656250
808.6986123897222569,134178.5156250
808.7190464357117889,134176.9375000
808.7394806819356745,134225.4843750
808.7599148286171840,134207.8437500
808.7803488753052079,134196.8437500
808.8007831224531401,134206.1875000
808.8212172696075868,134211.4687500
808.8416515172284562,134203.5000000
808.8620855650806334,134207.4375000
808.8825197131591267,134206.4531250
808.9029538617105572,134209.6093750
808.9233880102547118,134224.0625000
808.9438221592718037,134251.3750000
808.9642563085217262,134211.7812500
808.9846904577716487,134212.0468750
809.0051247077135486,134226.4843750
809.0255587576612015,134213.3437500
809.0459929078351706,134237.6250000
809.0664271584828384,134228.4843750
809.0868612091289833,134267.3437500
809.1072953602415510,134233.2500000
809.1277296115804347,134235.2968750
809.1481636631579022,134248.5625000
809.1685978149616858,134243.5625000
809.1890320672391681,134234.0312500
809.2094662195158890,134226.1562500
809.2299003722509951,134269.0781250
809.2503345252262079,134245.5156250
809.2707686784342513,134233.9687500
809.2912028318678495,134256.2031250
809.3116369855415542,134242.1562500
809.3320711396809202,134239.0468750
809.3525053938137717,134233.8906250
809.3729394484180375,134236.2968750
809.3933737032566569,134222.3750000
809.4138078583200695,134250.8593750
809.4342419136228273,134250.6875000
809.4546761691599386,134239.0000000
809.4751103251546738,134232.2812500
809.4955443811559235,134241.9062500
809.5159786376243574,134235.0000000
809.5364127943175845,134251.5625000
809.5568468512501568,134238.3281250
809.5772811084170826,134264.8750000
809.5977151658080402,134259.6718750
809.6181494234406273,134243.0937500
809.6385835815381142,134269.8593750
809.6590176398603944,134260.7031250
809.6794518981914734,134263.2031250
809.6998860569874523,134274.1406250
809.7203202160089859,134271.0781250
809.7407543755034567,134270.5312500
809.7611885349979275,134284.5468750
809.7816226947179530,134299.5937500
809.8020568549109157,134286.3281250
809.8224910153367091,134282.9531250
809.8429252759888186,134292.3281250
809.8633594368802733,134269.2656250
809.8837934980037971,134292.1875000
809.9042277593543986,134297.6875000
809.9246619211771758,134289.1406250
809.9450959829991916,134250.2500000
809.9655302452811156,134278.6562500
809.9859644078023848,134297.0781250
810.0063986705499701,134287.2031250
810.0268327335361391,134283.7343750
810.0472668967559002,134318.9062500
810.0677011602019775,134293.4843750
810.0881352241194691,134313.4062500
810.1085693882705527,134319.3125000
810.1290036524151219,134304.6406250
810.1494377170311054,134316.3281250
810.1698718818806810,134304.5625000
810.1903061469565728,134298.3437500
810.2107402125038789,134317.4687500
810.2311744780527079,134326.7968750
810.2516085440583993,134336.9531250
810.2720427100721281,134302.5468750
810.2924769765522797,134314.2656250
810.3129110432637390,134323.4375000
810.3333452102015144,134304.2343750
810.3537794773801579,134316.5000000
810.3742136450164253,134325.0937500
810.3946478126599686,134331.7187500
810.4150819807691732,134333.3906250
810.4355161488711019,134313.4843750
810.4559503174459678,134323.0468750
810.4763844862536644,134335.5468750
810.4968186552869156,134311.4687500
810.5172529245610349,134333.2187500
810.5376869942992926,134320.3281250
810.5581211640310357,134340.0000000
810.5785554342364776,134330.2031250
810.5989895044403966,134340.9218750
810.6398579460073961,134306.3281250
810.6602920171426376,134328.2656250
810.6807262885049568,134333.0937500
810.7011604603394517,134348.2656250
810.7215945321731851,134360.7812500
810.7420288044668268,134353.4843750
810.7624629767669830,134357.7656250
810.7828972495335620,134361.5937500
810.8033313225241727,134357.9375000
810.8237654957556515,134350.1562500
810.8441997692134464,134331.4531250
810.8646338429098250,134356.5625000
810.8850680170726264,134363.4843750
810.9055021912354277,134361.4375000
810.9259363658566144,134324.1718750
810.9463705404850771,134371.5937500
810.9668047155792010,134376.3281250
810.9872388908988796,134370.3750000
811.0076731664594263,134351.4062500
811.0281072422512807,134340.0156250
811.0485414185022819,134377.7968750
811.0689756947613205,134363.6718750
811.0894098714779830,134347.3437500
811.1098439482011599,134342.9218750
811.1302782253915211,134366.9218750
811.1507124028139515,134340.7968750
811.1711464804611751,134319.7187500
811.1915807583500282,134316.8593750
811.2120149364636745,134333.4375000
811.2324492150510196,134315.9843750
811.2528832936368417,134331.3750000
811.2733174726818106,134329.6406250
811.2937517517348169,134318.3125000
811.3141858312519616,134322.1718750
811.3346200109954225,134310.3750000
811.3550542909797514,134337.2656250
811.3754883711953880,134305.1562500
811.3959226516381023,134310.5312500
811.4163568325529923,134295.1875000
811.4367909134671208,134277.9218750
811.4572251948411576,134297.4687500
811.4776593762217090,134276.2968750
811.4980934580671601,134288.8281250
811.5185277401396888,134285.3437500
811.5389618224508013,134313.7500000
811.5593960049955058,134288.1250000
811.5798302877665265,134291.7031250
811.6002644707768923,134298.1093750
811.6206986542529194,134280.2656250
811.6411328377216705,134246.9687500
811.6615670216633589,134259.4843750
811.6820012058378779,134258.2031250
811.7024353902379517,134277.1718750
811.7228695746453013,134273.9218750
811.7433038595190737,134253.0312500
811.7637379448497086,134245.8437500
811.7841722301891423,134222.9218750
811.8046064157533692,134247.2500000
811.8250405017897720,134237.4843750
811.8454747878276976,134245.3437500
811.8659089743305231,134244.2500000
811.8863430610581418,134233.1875000
811.9067773477945593,134219.7656250
811.9272115349886008,134229.9531250
811.9476456224219874,134207.1562500
811.9680799103225581,134201.6250000
811.9885140982223675,134181.3437500
812.0089483863484929,134221.4843750
812.0293824749460327,134198.2812500
812.0498166635370580,134183.4843750
812.0702508526010206,134174.3906250
812.0906850418978138,134157.1250000
812.1111192311946070,134192.8281250
812.1315535209505470,134179.7187500
812.1519876109450706,134153.6875000
812.1724219013995025,134144.3906250
812.1928559918596875,134177.0781250
812.2132901825534645,134140.7187500
812.2337244737063884,134170.3593750
812.2541586648658267,134158.9375000
812.2745927564901649,134167.4687500
812.2950270481087500,134155.6562500
812.3154612401995109,134169.2187500
812.3358953325223411,134142.0312500
812.3563296250722487,134148.0625000
812.3767638178615016,134145.1406250
812.3971981108843465,134149.5312500
812.4176322043640539,134121.9843750
812.4380663978517987,134119.3750000
812.4585006915731356,134113.9062500
812.4789347857513349,134122.9375000
812.4993689801704022,134112.0000000
812.5198032745902310,134105.9843750
812.5402373694669222,134078.6875000
812.5606716645852430,134123.4375000
812.5811058599356329,134101.1093750
812.6015399555108161,134090.4531250
812.6219742513276287,134108.0625000
812.6424084476093412,134070.2812500
812.6628425438830163,134078.5312500
812.6832768403983209,134104.9218750
812.7037110373785254,134081.9375000
812.7241452345842845,134081.1875000
812.7445794317973196,134075.9218750
812.7650136294760159,134084.0312500
812.7854478273802670,134059.7968750
812.8058820255246246,134042.0781250
812.8263162239018129,134043.2812500
812.8467504225045559,134031.0781250
812.8671846213474055,134067.0312500
812.8876188206559164,134025.1562500
812.9080531199579127,134034.7343750
812.9284872194984928,134020.7031250
812.9489215195062570,134028.6406250
812.9693557197388145,134047.6093750
812.9897898199778865,134017.5625000
813.0102241206768667,134022.7500000
813.0306583216151921,134034.2187500
813.0510924227855867,134048.0781250
813.0715267241903348,134031.7500000
813.0919609258198761,134048.5468750
813.1123950276887626,134029.4218750
813.1328293300175574,134043.4843750
813.1532635323528666,134021.5781250
813.1736978351545986,134055.8593750
813.1941319379548077,134031.0312500
813.2145661412141635,134030.3125000
813.2350004444815568,134080.2500000
813.2554345482058125,134036.0781250
813.2758687521709362,134064.8906250
813.2963030563696520,134048.7812500
813.3167371607996756,134050.6093750
813.3371714654567768,134037.1406250
813.3576056703532231,134020.9687500
813.3780398754752241,134045.3906250
813.3984740810701624,134034.2968750
813.4189081866643392,134044.5312500
813.4393423924921080,134049.3125000
813.4597766987790237,134025.5000000
813.4802109053052845,134039.6875000
813.5006450118235080,134062.3906250
813.5210793188161915,134031.7968750
813.5415135260409443,134026.8281250
813.5619478334920132,134027.9218750
813.5823819411816658,134052.1406250
813.6436845656426158,134052.7343750
813.6641187742643524,134037.3281250
813.6845530833452358,134055.0000000
813.7049871924318722,134042.6093750
813.7254215017528622,134056.4843750
813.7458557115314761,134048.6718750
813.7662898213166045,134082.5625000
813.7867241315689171,134071.9062500
813.8071583420460229,134076.7500000
813.8275924527624738,134073.4687500
813.8480267637132783,134075.0625000
813.8684609748888761,134065.9375000
813.8888950863038190,134077.2031250
813.9093293979531154,134091.1093750
813.9297636098272051,134110.5937500
813.9501979219421628,134062.8281250
813.9706320342811523,134062.5312500
813.9910662470938405,134072.2656250
814.0115004599065287,134088.4218750
814.0319346729520475,134105.4218750
814.0523688864559517,134084.7343750
814.0728031001999625,134093.7968750
814.0932373139366973,134105.7968750
814.1136716281471308,134134.8593750
814.1341058425896335,134126.1562500
814.1545399572642054,134115.3125000
814.1749742721658549,134108.3281250
814.1954084873068496,134105.5937500
814.2158426026726374,134132.6718750
814.2362769182800548,134141.1875000
814.2567111341195414,134145.4218750
814.2771452501910971,134134.5312500
814.2975795664897305,134117.3125000
814.3180137832605396,134145.5781250
814.3384481000248343,134133.6562500
814.3588822172605433,134123.2656250
814.3793164344970137,134157.1250000
814.3997507521926309,134157.8750000
814.4201848698940012,134127.3593750
814.4406190880617942,134162.2812500
814.4610534064559033,134151.4687500
814.4814875250885962,134153.9843750
814.5019218437228119,134151.1875000
814.5223560628146515,134156.2656250
814.5427902821465977,134161.4062500
814.5632245017113746,134199.4218750
814.5836587215017062,134193.2968750
814.6040929415321443,134193.5312500
814.6245271620282438,134195.2187500
814.6449613825170672,134195.7187500
814.6653956032459973,134199.1093750
814.6858298244405887,134221.8281250
814.7062640456279041,134238.7343750
814.7266982670553261,134234.2656250
814.7471324889484094,134241.0625000
814.7675667110670474,134249.6718750
814.7880010331937228,134231.2187500
814.8084351557845366,134246.7812500
814.8288693783688359,134249.0000000
814.8493037014268339,134231.2031250
814.8697378247161396,134238.8437500
814.8901720482317614,134273.8593750
814.9106063719882513,134248.6406250
814.9310404959760490,134269.0937500
814.9514748201909242,134268.6093750
814.9719090446451446,134312.7187500
814.9923431693314342,134270.4218750
815.0127774942448013,134297.8750000
815.0332117193975137,134291.4687500
815.0536458450151258,134312.9531250
815.0740801706269849,134308.2656250
815.0945143964781892,134312.1093750
815.1149487227885402,134327.4843750
815.1353828491046443,134321.2187500
815.1558170758871711,134319.0468750
815.1762514026631834,134318.0937500
815.1966855299106101,134363.6406250
815.2171197571587982,134330.0312500
815.2375540848661331,134395.8906250
815.2579883128128131,134355.5781250
815.2784224407587317,134381.0781250
815.2988567691645585,134357.2812500
815.3192908978089690,134349.1093750
815.3397252266877331,134387.7343750
815.3601594557912904,134381.6562500
815.3805935851341928,134387.9062500
815.4010279147114488,134380.6250000
815.4214621445134981,134439.0937500
815.4418962745548924,134410.9218750
815.4623306048306404,134436.7968750
815.4827648353311815,134429.4843750
815.5031991660725907,134439.0937500
815.5236332970453077,134409.5312500
815.5440675284771714,134419.0156250
815.5645018599170726,134437.3750000
815.5849359915882815,134454.8281250
815.6053702237186371,134449.3906250
815.6258045558570302,134456.8750000
815.6462386882267310,134459.4218750
815.6666729210555786,134457.3125000
815.6871072538924636,134485.4375000
815.7075413871934870,134468.5468750
815.7279757207215880,134490.7500000
815.7484099542562035,134481.5156250
815.7688441882564803,134520.0781250
815.7892784224823117,134516.1718750
815.8097126567154191,134515.8125000
815.8301468914141878,134540.5781250
815.8505811263385112,134518.7343750
815.8710153615029412,134532.2343750
815.8914496968936874,134571.5625000
815.9118839322909480,134507.3125000
815.9323180681531085,134537.2500000
815.9527524042496225,134543.8281250
815.9731865405701683,134564.1718750
815.9936207771315821,134545.5312500
816.0140551139193121,134569.0156250
816.0344892509456258,134564.7656250
816.0549234882055316,134628.5000000
816.0753578259318601,134606.3593750
816.0957919636493898,134618.5312500
816.1162263016085490,134615.3906250
816.1366605397925014,134614.8906250
816.1570946782157989,134634.9843750
816.1775290171062807,134605.9062500
816.1979632559960010,134650.8437500
816.2183973951105145,134646.1562500
816.2388317344666575,134679.5781250
816.2592659742804244,134666.3750000
816.2797003141022287,134665.4687500
816.3001344543881714,134637.8906250
816.3205686946748756,134671.0156250
816.3410030354207265,134681.1406250
816.3614371761723305,134675.2656250
816.3818714173830813,134668.9218750
816.4023057586018695,134694.1875000
816.4227400002855575,134683.9062500
816.4431741419612081,134689.9687500
816.4636084841113188,134739.5312500
816.4840427262606681,134728.2343750
816.5044769688684028,134710.0312500
816.5249112117162440,134739.0468750
816.5453454545640852,134728.8437500
816.5657796978703118,134742.3593750
816.5862139414166450,134756.1875000
816.6270824289676966,134758.3281250
816.6475166732125217,134759.9687500
816.6679510176909389,134766.4687500
816.6883851623933879,134791.2968750
816.7088194071038743,134774.4843750
816.7292537522735074,134770.3125000
816.7496878976817243,134768.4531250
816.7701221433235332,134773.0156250
816.7905564891989343,134790.5312500
816.8109906352983671,134802.6250000
816.8518592282052850,134817.7500000
816.8722933750104858,134806.2968750
816.8927277218172094,134824.4062500
816.9131619690888328,134824.5000000
