x,y
808.5147049881707062,20442.8671875
808.5351391315998626,20452.9667969
808.5555732754946803,20459.1386719
808.5760074196150526,20458.0058594
808.5964415639755316,20450.4042969
808.6168758085696027,20456.5449219
808.6373099533884670,20449.7304688
808.6577439986795071,20460.4257812
808.6781782442049007,20454.4980469
808.6986123897222569,20465.2968750
808.7190464357117889,20455.8417969
808.7394806819356745,20464.6621094
808.7599148286171840,20455.5429688
808.7803488753052079,20449.3964844
808.8007831224531401,20447.2695312
808.8212172696075868,20444.9394531
808.8416515172284562,20456.5214844
808.8620855650806334,20457.5156250
808.8825197131591267,20461.5234375
808.9029538617105572,20459.5468750
808.9233880102547118,20453.7382812
808.9438221592718037,20451.4589844
808.9642563085217262,20468.4316406
808.9846904577716487,20445.7949219
809.0051247077135486,20453.7968750
809.0255587576612015,20455.9394531
809.0459929078351706,20458.6601562
809.0664271584828384,20458.1601562
809.0868612091289833,20460.5058594
809.1072953602415510,20447.5097656
809.1277296115804347,20449.4199219
809.1481636631579022,20461.5839844
809.1685978149616858,20454.3554688
809.1890320672391681,20451.3027344
809.2094662195158890,20452.7675781
809.2299003722509951,20448.0937500
809.2503345252262079,20442.3417969
809.2707686784342513,20455.7265625
809.2912028318678495,20459.1621094
809.3116369855415542,20461.9160156
809.3320711396809202,20458.5253906
809.3525053938137717,20459.8593750
809.3729394484180375,20454.8105469
809.3933737032566569,20458.2109375
809.4138078583200695,20466.0019531
809.4342419136228273,20460.8515625
809.4546761691599386,20456.2871094
809.4751103251546738,20457.5625000
809.4955443811559235,20464.2304688
809.5159786376243574,20459.8007812
809.5364127943175845,20456.8828125
809.5568468512501568,20454.7167969
809.5772811084170826,20453.2246094
809.5977151658080402,20451.5527344
809.6181494234406273,20454.0136719
809.6385835815381142,20458.1894531
809.6590176398603944,20463.7812500
809.6794518981914734,20451.3652344
809.6998860569874523,20460.3417969
809.7203202160089859,20446.9550781
809.7407543755034567,20465.4042969
809.7611885349979275,20468.3906250
809.7816226947179530,20449.3671875
809.8020568549109157,20473.6914062
809.8224910153367091,20458.3339844
809.8429252759888186,20452.6230469
809.8633594368802733,20451.7187500
809.8837934980037971,20459.4238281
809.9042277593543986,20460.9746094
809.9246619211771758,20461.9687500
809.9450959829991916,20451.8671875
809.9655302452811156,20451.1250000
809.9859644078023848,20463.5878906
810.0063986705499701,20461.5039062
810.0268327335361391,20453.1269531
810.0472668967559002,20463.1640625
810.0677011602019775,20455.4472656
810.0881352241194691,20461.0742188
810.1085693882705527,20462.0957031
810.1290036524151219,20462.6191406
810.1494377170311054,20457.3085938
810.1698718818806810,20454.6347656
810.1903061469565728,20460.3417969
810.2107402125038789,20457.9316406
810.2311744780527079,20461.7558594
810.2516085440583993,20457.3398438
810.2720427100721281,20471.3007812
810.2924769765522797,20465.0488281
810.3129110432637390,20454.9101562
810.3333452102015144,20454.2929688
810.3537794773801579,20457.0585938
810.3742136450164253,20453.5625000
810.3946478126599686,20466.0039062
810.4150819807691732,20466.9511719
810.4355161488711019,20454.5507812
810.4559503174459678,20447.3378906
810.4763844862536644,20476.4414062
810.4968186552869156,20450.5976562
810.5172529245610349,20469.4042969
810.5376869942992926,20459.3964844
810.5581211640310357,20455.3105469
810.5785554342364776,20463.3027344
810.5989895044403966,20460.1718750
810.6398579460073961,20460.7871094
810.6602920171426376,20462.8261719
810.6807262885049568,20469.8300781
810.7011604603394517,20461.1445312
810.7215945321731851,20452.6230469
810.7420288044668268,20464.0976562
810.7624629767669830,20463.4101562
810.7828972495335620,20459.5566406
810.8033313225241727,20464.7753906
810.8237654957556515,20452.5429688
810.8441997692134464,20454.6425781
810.8646338429098250,20457.1464844
810.8850680170726264,20457.4492188
810.9055021912354277,20449.2910156
810.9259363658566144,20455.5429688
810.9463705404850771,20461.3769531
810.9668047155792010,20454.5312500
810.9872388908988796,20458.6269531
811.0076731664594263,20462.8339844
811.0281072422512807,20463.0664062
811.0485414185022819,20455.9980469
811.0689756947613205,20471.0468750
811.0894098714779830,20463.3417969
811.1098439482011599,20459.9179688
811.1302782253915211,20462.4101562
811.1507124028139515,20456.7265625
811.1711464804611751,20463.2890625
811.1915807583500282,20459.6660156
811.2120149364636745,20461.9648438
811.2324492150510196,20473.5644531
811.2528832936368417,20454.7988281
811.2733174726818106,20466.1757812
811.2937517517348169,20461.6386719
811.3141858312519616,20468.1718750
811.3346200109954225,20467.2226562
811.3550542909797514,20456.0859375
811.3754883711953880,20458.4843750
811.3959226516381023,20449.2636719
811.4163568325529923,20455.8183594
811.4367909134671208,20457.6835938
811.4572251948411576,20454.7148438
811.4776593762217090,20463.4941406
811.4980934580671601,20479.1464844
811.5185277401396888,20460.7910156
811.5389618224508013,20457.1289062
811.5593960049955058,20459.1347656
811.5798302877665265,20475.2402344
811.6002644707768923,20466.4941406
811.6206986542529194,20476.1933594
811.6411328377216705,20457.0507812
811.6615670216633589,20459.4980469
811.6820012058378779,20466.0390625
811.7024353902379517,20448.5097656
811.7228695746453013,20452.2832031
811.7433038595190737,20463.3593750
811.7637379448497086,20470.9921875
811.7841722301891423,20460.5703125
811.8046064157533692,20466.6679688
811.8250405017897720,20472.2246094
811.8454747878276976,20465.9296875
811.8659089743305231,20466.0019531
811.8863430610581418,20477.9824219
811.9067773477945593,20453.1308594
811.9272115349886008,20466.1621094
811.9476456224219874,20468.2500000
811.9680799103225581,20454.7421875
811.9885140982223675,20467.1738281
812.0089483863484929,20459.6777344
812.0293824749460327,20465.1328125
812.0498166635370580,20460.5585938
812.0702508526010206,20465.0839844
812.0906850418978138,20456.0019531
812.1111192311946070,20465.9960938
812.1315535209505470,20463.5410156
812.1519876109450706,20472.1660156
812.1724219013995025,20478.0859375
812.1928559918596875,20463.3476562
812.2132901825534645,20472.7421875
812.2337244737063884,20463.9218750
812.2541586648658267,20471.4648438
812.2745927564901649,20465.3769531
812.2950270481087500,20452.5488281
812.3154612401995109,20465.8457031
812.3358953325223411,20459.0781250
812.3563296250722487,20473.1640625
812.3767638178615016,20448.3359375
812.3971981108843465,20462.0292969
812.4176322043640539,20476.4394531
812.4380663978517987,20467.2421875
812.4585006915731356,20459.4121094
812.4789347857513349,20470.1445312
812.4993689801704022,20458.6777344
812.5198032745902310,20466.7402344
812.5402373694669222,20471.2617188
812.5606716645852430,20475.4296875
812.5811058599356329,20471.9902344
812.6015399555108161,20474.8828125
812.6219742513276287,20468.4179688
812.6424084476093412,20470.5761719
812.6628425438830163,20464.4355469
812.6832768403983209,20471.9960938
812.7037110373785254,20466.9238281
812.7241452345842845,20463.0019531
812.7445794317973196,20473.8750000
812.7650136294760159,20453.4804688
812.7854478273802670,20465.0664062
812.8058820255246246,20464.8164062
812.8263162239018129,20465.7988281
812.8467504225045559,20459.6445312
812.8671846213474055,20453.8417969
812.8876188206559164,20464.0058594
812.9080531199579127,20469.2812500
812.9284872194984928,20459.2246094
812.9489215195062570,20472.8183594
812.9693557197388145,20471.9785156
812.9897898199778865,20473.1132812
813.0102241206768667,20461.7480469
813.0306583216151921,20461.6855469
813.0510924227855867,20472.0000000
813.0715267241903348,20461.8925781
813.0919609258198761,20468.6503906
813.1123950276887626,20462.6386719
813.1328293300175574,20482.1835938
813.1532635323528666,20474.2109375
813.1736978351545986,20472.8710938
813.1941319379548077,20467.1542969
813.2145661412141635,20483.4941406
813.2350004444815568,20469.0156250
813.2554345482058125,20460.4414062
813.2758687521709362,20466.5117188
813.2963030563696520,20464.3984375
813.3167371607996756,20480.9121094
813.3371714654567768,20464.7695312
813.3576056703532231,20461.2851562
813.3780398754752241,20464.3710938
813.3984740810701624,20471.3964844
813.4189081866643392,20462.9042969
813.4393423924921080,20472.1191406
813.4597766987790237,20460.5214844
813.4802109053052845,20489.6035156
813.5006450118235080,20460.7050781
813.5210793188161915,20458.9218750
813.5415135260409443,20466.3281250
813.5619478334920132,20457.5156250
813.5823819411816658,20470.8378906
813.6436845656426158,20469.7578125
813.6641187742643524,20482.9121094
813.6845530833452358,20479.6992188
