x,y
808.5147049881707062,11104.2587891
808.5351391315998626,11108.5869141
808.5555732754946803,11101.7714844
808.5760074196150526,11103.5898438
808.5964415639755316,11102.3681641
808.6168758085696027,11111.2998047
808.6373099533884670,11102.6064453
808.6577439986795071,11105.6826172
808.6781782442049007,11094.3779297
808.6986123897222569,11102.0664062
808.7190464357117889,11106.9980469
808.7394806819356745,11100.5312500
808.7599148286171840,11109.7216797
808.7803488753052079,11104.9873047
808.8007831224531401,11112.4482422
808.8212172696075868,11116.1962891
808.8416515172284562,11106.2812500
808.8620855650806334,11105.7792969
808.8825197131591267,11115.9062500
808.9029538617105572,11100.3681641
808.9233880102547118,11117.1181641
808.9438221592718037,11101.3603516
808.9642563085217262,11109.7597656
808.9846904577716487,11111.3447266
809.0051247077135486,11111.0576172
809.0255587576612015,11109.0087891
809.0459929078351706,11107.3613281
809.0664271584828384,11105.9140625
809.0868612091289833,11102.8750000
809.1072953602415510,11113.6269531
809.1277296115804347,11110.9560547
809.1481636631579022,11107.6972656
809.1685978149616858,11111.8583984
809.1890320672391681,11100.7744141
809.2094662195158890,11111.7187500
809.2299003722509951,11110.2900391
809.2503345252262079,11115.4375000
809.2707686784342513,11117.3027344
809.2912028318678495,11113.2177734
809.3116369855415542,11111.1503906
809.3320711396809202,11108.3115234
809.3525053938137717,11113.8837891
809.3729394484180375,11115.8330078
809.3933737032566569,11120.0820312
809.4138078583200695,11117.1289062
809.4342419136228273,11105.4794922
809.4546761691599386,11111.9384766
809.4751103251546738,11112.0634766
809.4955443811559235,11111.6689453
809.5159786376243574,11112.1630859
809.5364127943175845,11110.2255859
809.5568468512501568,11125.7441406
809.5772811084170826,11113.7773438
809.5977151658080402,11119.3759766
809.6181494234406273,11112.7617188
809.6385835815381142,11127.1601562
809.6590176398603944,11094.5087891
809.6794518981914734,10944.3916016
809.6998860569874523,10920.3720703
809.7203202160089859,10938.5029297
809.7407543755034567,11031.0244141
809.7611885349979275,11108.2275391
809.7816226947179530,11122.3964844
809.8020568549109157,11128.8867188
809.8224910153367091,11117.5390625
809.8429252759888186,11128.9873047
809.8633594368802733,11120.8769531
809.8837934980037971,11114.0908203
809.9042277593543986,11127.1464844
809.9246619211771758,11120.5595703
809.9450959829991916,11126.3730469
809.9655302452811156,11117.0820312
809.9859644078023848,11110.6435547
810.0063986705499701,11131.0634766
810.0268327335361391,11133.3730469
810.0472668967559002,11131.3818359
810.0677011602019775,11120.9697266
810.0881352241194691,11131.3183594
810.1085693882705527,11129.3974609
810.1290036524151219,11129.9716797
810.1494377170311054,11131.3652344
810.1698718818806810,11128.9570312
810.1903061469565728,11117.5712891
810.2107402125038789,11127.8662109
810.2311744780527079,11123.6777344
810.2516085440583993,11125.6552734
810.2720427100721281,11125.7031250
810.2924769765522797,11124.9648438
810.3129110432637390,11131.3769531
810.3333452102015144,11133.8730469
810.3537794773801579,11141.1826172
810.3742136450164253,11133.3251953
810.3946478126599686,11124.1865234
810.4150819807691732,11138.0644531
810.4355161488711019,11135.8574219
810.4559503174459678,11125.9287109
810.4763844862536644,11144.9384766
810.4968186552869156,11134.0908203
810.5172529245610349,11138.3789062
810.5376869942992926,11134.2861328
810.5581211640310357,11141.2822266
810.5785554342364776,11141.4072266
810.5989895044403966,11140.0585938
810.6398579460073961,11132.3183594
810.6602920171426376,11146.4326172
810.6807262885049568,11129.7197266
810.7011604603394517,11143.0400391
810.7215945321731851,11137.8076172
810.7420288044668268,11145.9902344
810.7624629767669830,11144.5488281
810.7828972495335620,11159.4042969
810.8033313225241727,11148.9755859
810.8237654957556515,11142.4082031
810.8441997692134464,11144.0957031
810.8646338429098250,11139.5195312
810.8850680170726264,11144.1718750
810.9055021912354277,11141.8808594
810.9259363658566144,11147.5371094
810.9463705404850771,11132.6923828
810.9668047155792010,11147.8632812
810.9872388908988796,11154.0000000
811.0076731664594263,11152.5419922
811.0281072422512807,11141.2548828
811.0485414185022819,11158.0976562
811.0689756947613205,11151.8837891
811.0894098714779830,11143.4316406
811.1098439482011599,11150.5410156
811.1302782253915211,11157.3515625
811.1507124028139515,11149.0410156
811.1711464804611751,11151.9902344
811.1915807583500282,11164.0000000
811.2120149364636745,11150.7294922
811.2324492150510196,11145.3681641
811.2528832936368417,11159.0312500
811.2733174726818106,11159.0312500
811.2937517517348169,11165.2587891
811.3141858312519616,11160.6855469
811.3346200109954225,11162.5664062
811.3550542909797514,11159.7265625
811.3754883711953880,11168.1582031
811.3959226516381023,11161.7558594
811.4163568325529923,11153.7451172
811.4367909134671208,11155.0693359
811.4572251948411576,11157.9873047
811.4776593762217090,11154.2988281
811.4980934580671601,11160.7119141
811.5185277401396888,11158.3349609
811.5389618224508013,11161.0332031
811.5593960049955058,11165.7871094
811.5798302877665265,11161.4785156
811.6002644707768923,11160.2480469
811.6206986542529194,11154.6708984
811.6411328377216705,11155.4345703
811.6615670216633589,11162.0507812
811.6820012058378779,11165.2255859
811.7024353902379517,11164.3125000
811.7228695746453013,11158.6406250
811.7433038595190737,11165.3525391
811.7637379448497086,11167.1025391
811.7841722301891423,11162.6826172
811.8046064157533692,11166.1572266
811.8250405017897720,11157.5869141
811.8454747878276976,11151.4931641
811.8659089743305231,11169.0439453
811.8863430610581418,11166.1699219
811.9067773477945593,11173.0595703
811.9272115349886008,11163.7822266
811.9476456224219874,11166.1953125
811.9680799103225581,11167.9658203
811.9885140982223675,11169.3759766
812.0089483863484929,11159.8408203
812.0293824749460327,11161.5585938
812.0498166635370580,11166.6962891
812.0702508526010206,11172.2001953
812.0906850418978138,11170.2626953
812.1111192311946070,11164.7304688
812.1315535209505470,11171.2236328
812.1519876109450706,11168.0078125
812.1724219013995025,11166.3798828
812.1928559918596875,11166.9628906
812.2132901825534645,11166.6728516
812.2337244737063884,11161.2011719
812.2541586648658267,11174.1855469
812.2745927564901649,11169.8242188
812.2950270481087500,11170.6757812
812.3154612401995109,11171.3867188
812.3358953325223411,11161.4658203
812.3563296250722487,11161.3857422
812.3767638178615016,11160.7373047
812.3971981108843465,11163.7685547
812.4176322043640539,11167.7861328
812.4380663978517987,11169.4091797
812.4585006915731356,11180.6230469
812.4789347857513349,11178.2226562
812.4993689801704022,11176.9042969
812.5198032745902310,11171.1552734
812.5402373694669222,11175.8232422
812.5606716645852430,11170.0234375
812.5811058599356329,11161.0302734
812.6015399555108161,11178.3457031
812.6219742513276287,11176.5039062
812.6424084476093412,11191.8808594
812.6628425438830163,11165.5615234
812.6832768403983209,11165.6582031
812.7037110373785254,11170.0429688
812.7241452345842845,11176.1279297
812.7445794317973196,11187.1015625
812.7650136294760159,11170.3535156
812.7854478273802670,11167.9062500
812.8058820255246246,11180.5224609
812.8263162239018129,11175.8144531
812.8467504225045559,11169.3662109
812.8671846213474055,11172.7802734
812.8876188206559164,11170.2578125
812.9080531199579127,11174.3085938
812.9284872194984928,11170.4960938
812.9489215195062570,11182.3837891
812.9693557197388145,11177.8925781
812.9897898199778865,11175.8134766
813.0102241206768667,11182.4677734
813.0306583216151921,11182.2021484
813.0510924227855867,11170.6562500
813.0715267241903348,11176.4345703
813.0919609258198761,11168.8154297
813.1123950276887626,11181.8964844
813.1328293300175574,11175.4091797
813.1532635323528666,11181.3164062
813.1736978351545986,11173.6894531
813.1941319379548077,11174.2392578
813.2145661412141635,11176.1083984
813.2350004444815568,11173.4238281
813.2554345482058125,11173.6933594
813.2758687521709362,11171.2236328
813.2963030563696520,11176.4384766
813.3167371607996756,11180.2236328
813.3371714654567768,11170.9160156
813.3576056703532231,11163.6816406
813.3780398754752241,11177.8779297
813.3984740810701624,11168.5898438
813.4189081866643392,11182.0380859
813.4393423924921080,11178.8798828
813.4597766987790237,11178.7500000
813.4802109053052845,11174.5322266
813.5006450118235080,11167.3828125
813.5210793188161915,11175.7402344
813.5415135260409443,11173.0732422
813.5619478334920132,11171.3750000
813.5823819411816658,11171.9199219
813.6436845656426158,11170.2119141
813.6641187742643524,11178.8066406
813.6845530833452358,11176.6396484
813.7049871924318722,11167.0849609
813.7254215017528622,11181.0468750
813.7458557115314761,11170.5419922
813.7662898213166045,11175.7832031
813.7867241315689171,11175.8105469
813.8071583420460229,11185.0615234
813.8275924527624738,11165.3437500
813.8480267637132783,11176.9833984
813.8684609748888761,11184.5019531
813.8888950863038190,11169.2968750
813.9093293979531154,11168.8095703
813.9297636098272051,11176.2080078
813.9501979219421628,11182.1455078
813.9706320342811523,11185.3437500
813.9910662470938405,11175.5019531
814.0115004599065287,11179.1542969
814.0319346729520475,11172.6523438
814.0523688864559517,11174.3759766
814.0728031001999625,11175.3681641
814.0932373139366973,11172.6445312
814.1136716281471308,11177.4658203
814.1341058425896335,11177.8339844
814.1545399572642054,11171.8818359
814.1749742721658549,11174.0820312
814.1954084873068496,11172.0136719
814.2158426026726374,11166.5439453
814.2362769182800548,11172.3369141
814.2567111341195414,11176.2734375
814.2771452501910971,11170.0761719
814.2975795664897305,11167.4013672
814.3180137832605396,11171.1386719
814.3384481000248343,11171.5166016
814.3588822172605433,11182.8857422
814.3793164344970137,11174.9072266
814.3997507521926309,11177.9013672
814.4201848698940012,11173.4257812
814.4406190880617942,11183.4375000
814.4610534064559033,11170.1601562
814.4814875250885962,11185.4736328
814.5019218437228119,11169.8603516
814.5223560628146515,11188.6728516
814.5427902821465977,11169.1455078
814.5632245017113746,11174.4765625
814.5836587215017062,11176.6562500
814.6040929415321443,11173.2871094
814.6245271620282438,11167.0517578
814.6449613825170672,11169.6904297
814.6653956032459973,11181.6416016
814.6858298244405887,11170.7685547
814.7062640456279041,11171.3232422
814.7266982670553261,11175.4033203
814.7471324889484094,11165.9921875
814.7675667110670474,11176.6845703
814.7880010331937228,11162.5185547
814.8084351557845366,11173.7246094
814.8288693783688359,11170.3310547
814.8493037014268339,11168.8574219
814.8697378247161396,11171.0859375
814.8901720482317614,11173.5986328
814.9106063719882513,11179.6386719
814.9310404959760490,11169.4482422
814.9514748201909242,11163.3261719
814.9719090446451446,11167.7929688
814.9923431693314342,11172.6162109
815.0127774942448013,11178.1679688
815.0332117193975137,11166.6308594
815.0536458450151258,11165.1757812
815.0740801706269849,11178.5654297
815.0945143964781892,11162.6044922
815.1149487227885402,11161.2890625
815.1353828491046443,11167.4218750
815.1558170758871711,11171.7070312
815.1762514026631834,11156.8437500
815.1966855299106101,11164.3876953
815.2171197571587982,11175.1064453
815.2375540848661331,11167.4960938
815.2579883128128131,11166.3496094
815.2784224407587317,11176.8046875
815.2988567691645585,11165.9814453
815.3192908978089690,11160.3544922
815.3397252266877331,11169.3496094
815.3601594557912904,11174.4990234
815.3805935851341928,11171.5263672
815.4010279147114488,11172.0205078
815.4214621445134981,11176.5947266
815.4418962745548924,11174.7031250
815.4623306048306404,11184.6533203
815.4827648353311815,11171.4150391
815.5031991660725907,11162.9775391
815.5236332970453077,11172.2988281
815.5440675284771714,11167.0996094
815.5645018599170726,11173.5761719
815.5849359915882815,11179.7226562
815.6053702237186371,11166.5224609
815.6258045558570302,11164.6503906
815.6462386882267310,11166.9130859
815.6666729210555786,11164.2978516
815.6871072538924636,11170.0410156
815.7075413871934870,11169.1230469
815.7279757207215880,11158.7617188
815.7484099542562035,11166.7451172
815.7688441882564803,11168.2246094
815.7892784224823117,11166.0722656
815.8097126567154191,11164.3046875
815.8301468914141878,11173.8779297
815.8505811263385112,11163.1289062
815.8710153615029412,11157.4785156
815.8914496968936874,11165.1064453
815.9118839322909480,11163.1015625
815.9323180681531085,11160.9306641
815.9527524042496225,11165.3183594
815.9731865405701683,11160.4531250
815.9936207771315821,11165.2734375
816.0140551139193121,11158.8408203
816.0344892509456258,11163.0419922
816.0549234882055316,11170.0576172
816.0753578259318601,11172.7919922
816.0957919636493898,11164.4335938
816.1162263016085490,11159.4599609
816.1366605397925014,11173.9248047
816.1570946782157989,11158.7568359
816.1775290171062807,11160.3261719
816.1979632559960010,11150.1298828
816.2183973951105145,11153.0761719
816.2388317344666575,11164.5556641
816.2592659742804244,11151.9101562
816.2797003141022287,11156.2001953
816.3001344543881714,11160.7958984
816.3205686946748756,11157.0302734
816.3410030354207265,11158.8964844
816.3614371761723305,11156.3740234
816.3818714173830813,11162.7792969
816.4023057586018695,11157.9931641
816.4227400002855575,11161.6123047
816.4431741419612081,11162.4941406
816.4636084841113188,11144.4599609
816.4840427262606681,11144.2382812
816.5044769688684028,11153.3720703
816.5249112117162440,11152.0166016
816.5453454545640852,11152.1777344
816.5657796978703118,11141.2529297
816.5862139414166450,11152.7919922
816.6270824289676966,11145.6201172
816.6475166732125217,11141.3476562
816.6679510176909389,11140.1865234
816.6883851623933879,11137.5517578
816.7088194071038743,11159.5878906
816.7292537522735074,11148.0869141
816.7496878976817243,11146.1621094
816.7701221433235332,11132.2832031
816.7905564891989343,11150.4003906
816.8109906352983671,11138.8349609
816.8518592282052850,11142.6464844
816.8722933750104858,11136.9794922
816.8927277218172094,11140.1582031
816.9131619690888328,11141.3242188
816.9335961165852495,11142.1416016
816.9540304643232957,11129.9902344
816.9744647122861352,11135.9140625
816.9948989604890812,11133.8691406
817.0153332089248579,11119.2529297
817.0357674578262959,11129.0654297
817.0562018067212193,11126.8271484
817.0766359558547265,11132.7529297
817.0970702052145498,11138.8750000
817.1175045548152411,11127.8173828
817.1379388046480017,11127.7470703
817.1583729547128314,11128.5009766
817.1788073050047387,11133.7939453
817.1992415555359912,11127.0800781
817.2196757062920369,11129.3798828
817.2401100572897121,11113.3710938
817.2605442087515257,11123.2714844
817.2809785602075863,11130.1796875
817.3014128119029920,11111.4072266
817.3218469638304668,11114.0908203
817.3422813159850193,11126.0537109
817.3627155683789169,11125.4521484
817.3831497212377144,11122.9335938
817.4035840740907588,11121.1250000
817.4240183271831484,11122.1357422
817.4444526805091300,11123.1171875
817.4648868340591434,11120.5605469
817.4853210880828556,11112.9912109
817.5057554421073291,11125.9960938
817.5261895963558345,11113.7431641
817.5466238508452079,11118.4736328
817.5670582055681734,11116.2578125
817.5874923607480014,11109.6943359
817.6079266159358667,11110.3203125
817.6283609713573242,11113.1914062
817.6487952270035748,11116.8144531
817.6692294828899321,11108.0566406
817.6896637392419507,11104.7343750
817.7100979955866933,11112.7216797
817.7305322521715425,11104.4482422
817.7509665089892223,11107.7919922
817.7714007660324569,11113.8574219
817.7918350235486287,11105.7470703
817.8122692810648005,11108.2480469
817.8327036388072884,11101.9482422
817.8531378967891214,11097.0966797
817.8735720550030237,11103.4423828
817.8940064134440036,11105.3818359
817.9144405723563978,11104.2792969
817.9348748312695534,11100.1582031
817.9553091904090252,11103.7050781
817.9757433497870807,11095.7685547
818.0166119692366919,11087.4208984
818.0370461293132394,11084.7187500
818.0574804898496950,11091.5097656
818.0779147503926652,11099.2421875
818.0983489111677045,11091.9970703
818.1187832721770974,11087.4296875
818.1392175334112835,11080.1884766
818.1596517948855762,11096.6806641
818.1800860565854236,11096.5625000
818.2005203185253777,11091.0800781
818.2209545806981623,11084.8701172
818.2413888431037776,11085.9980469
818.2618231057349476,11083.2500000
818.2822574686069856,11075.3720703
818.3026917317038169,11081.4072266
818.3231258950399933,11075.7978516
818.3435602586105233,11073.4316406
818.3639945224058465,11077.5244141
818.3844286864405149,11091.1298828
818.4048630507095368,11074.3144531
818.4252973152033519,11072.2353516
818.4457315799372736,11076.0576172
818.4661658449040260,11078.8642578
818.4866001100963331,11083.2890625
818.5070343755287468,11075.6152344
818.5274686411939911,11075.7050781
818.5479028068511980,11035.3906250
818.5683371729828650,10907.0800781
818.5887714393466013,10870.7333984
